match_id,key,slot,time,unit,polarity_score,sentiment_label
29988,ag,9,1240,ya proklyat na daunov v time,0.0,Negative
16006,let u end,2,2710,Spoderman,0.0,Negative
14335,rdy,5,125,muff8u,0.0,Negative
26645,end,9,3115,bIDESHI KHELA,0.0,Negative
2200,glad got suport,8,2016,Standin.|LAOTA!!,0.4588,Positive
23166,lol,6,2447,Krineaus,0.4215,Positive
3504,lol,4,1055,Vultima,0.4215,Positive
48137,сделай хоть что нибудь,2,1501,Aquro ♪,0.0,Negative
27509,ignore tinker,0,-85,Why making much confusion?!,-0.3612,Negative
32423,lol,8,1275,Billyo,0.4215,Positive
394,gg wp,2,1172,[pma] LBB,0.4939,Positive
32071,гг,5,2950,xX_PRAKUS_Xx,0.0,Negative
1386,panda,7,-16,izi pizi !,0.0,Negative
2849,wtf,3,1351,直美 Naomi,-0.5859,Negative
16709,кто блять,3,1712,Caster Troy,0.0,Negative
13782,stealing farm radiance,7,1231,DeeB,-0.3182,Negative
34780,let dc,5,1906,uRB,0.0,Negative
27455,animal,2,1665,3 vikidiwa wluhi,0.0,Negative
46629,ggwp,7,1975,Mr.Jayson,0.0,Negative
34185,ma mrd,0,1391,Druka,0.0,Negative
45123,guess,9,-32,Lumos,0.0,Negative
36457,ez mid,6,2542,Grip Enemy,0.3612,Positive
33391,gg,0,8,tinker the G الموالية �,0.296,Positive
13661,respeita br,0,1469,Rept1le,0.0,Negative
25000,gg,2,2512,iChigo,0.296,Positive
14265,gg,4,2374,LED.Iron man,0.296,Positive
34416,gg,7,2786,Heavenly,0.296,Positive
32316,invoker youre mmr pudge,4,1672,aaron,0.0,Negative
21952,yeah okay,0,1059,jaf,0.4767,Positive
3294,spirit fe,6,1924,Wornpath.,0.1779,Positive
41197,idi nahui,8,1998,"REISE, REISE",0.0,Negative
23575,ahahhahah,0,1567,X-Galactus-X,0.0,Negative
37316,report wk,3,1941,Logic,0.0,Negative
23260,umad,2,1373,Razor Sharp,0.0,Negative
23588,haha,1,1740,Game Changer,0.4588,Positive
31032,commend superior arrow,8,2959,"The Good Reverend, Scott Zoloft",0.7506,Positive
4610,he really bad,1,2002,gohanaragorn,-0.5849,Negative
37256,xd,5,1666,BoByDy... :3,0.5859,Positive
33122,dont even arcanum lina,4,2142,Drodo,0.0,Negative
35183,stupid mid,7,706,In Au*.♥ ҉҈҉҈҈҉҈҉҈҉,-0.5267,Negative
22826,fuck,1,585,Handsome,-0.5423,Negative
26064,lost mid game,5,1847,| H[A][A]MER EST,-0.3182,Negative
29764,last word pugna,2,1428,MiDteam[CRO],0.0,Negative
2131,ggwp,1,2120,<b><i>Oreo,0.0,Negative
47181,wait please,9,26,Kamandos,0.3182,Positive
49444,nood ka nlang jan ah,9,3568,TINTOY!,0.0,Negative
39648,gg,4,1946,Sj.最初aD26,0.296,Positive
45424,ez,8,2753,@MissBot,0.3612,Positive
22019,gg,4,2259,bo,0.296,Positive
15159,hz,7,1418,DTN,0.0,Negative
11544,creep,7,390,Alcyone,0.0,Negative
2849,doom cant help u,3,326,直美 Naomi,-0.607,Negative
42423,hot damn,1,2048,Standin.Bot,-0.4019,Negative
2313,wkwkwk,1,959,John Car†er,0.0,Negative
27540,gg,7,2145,Wichita,0.296,Positive
14974,gg pls exit,4,1971,just a zupport,0.3612,Positive
43498,kappa,6,-27,Maffew,0.0,Negative
48507,gg wp,8,3999,M?steriuS,0.4939,Positive
15843,nice doom,0,2075,bandi4,0.0258,Positive
25743,ty,8,3100,Halo Effect,0.3818,Positive
4363,thx,9,1066,AVA,0.3612,Positive
6177,stay kever,0,2196,Syy,0.0,Negative
26647,hahahaha,4,1928,LX,0.0,Negative
24251,u guyz win,7,-45,Reow,0.5859,Positive
22206,gg bk,2,2344,TiddleyKong,0.296,Positive
29283,please,6,1433,Gravedigger,0.3182,Positive
4153,lost,1,1239,KARNAVAL YEBIЩ,-0.3182,Negative
15016,realised,1,1835,Shadow Wolf,0.0,Negative
41049,go rampage pa,2,2376,FNG.Goku,0.0,Negative
48236,ez,3,2112,Stakie,0.3612,Positive
15221,sin dedos,0,1733,SacreDD....sanexxx =]]====>,-0.5574,Negative
6535,u wait,3,2497,E-TOWN.Michroman,0.0,Negative
21817,wait,1,401,trapale,0.0,Negative
21117,ok good reason,2,-32,Celil,0.6249,Positive
2552,alche,2,1902,INDONEITOR♥^-^,0.0,Negative
13153,ez,8,881,Pinga Mordida,0.3612,Positive
19867,rofl,9,1122,Ljoscha,0.5719,Positive
20400,test,1,99,@syndereNDota,0.0,Negative
27256,haha,3,1850,Booster,0.4588,Positive
43971,dont get baited,9,1502,CaCa-LoCa ( ͡° ͜ʖ ͡°),0.0,Negative
5550,g,5,1382,The Notorious ✔,0.0,Negative
33907,lol,8,1256,hui yoshibobopow,0.4215,Positive
703,dejen de putear al alche al sniper mierd,0,1209,LUCHO.....¡¡¡¡,0.0,Negative
34787,hahah,9,1109,-> AleXxX <-,0.0,Negative
26172,silencer invoker matching,0,-63,Lars-Olof,0.0,Negative
23777,ez mid,3,2012,Limelight,0.3612,Positive
3762,played really nice hero sucked,5,2104,TheDeathManiac,0.7276,Positive
23449,sick ghost,3,2531,Like20LoadsFrom20Dudes,-0.6808,Negative
22531,erf,6,405,[OSS] GBO,0.0,Negative
8906,gg wp ff,5,2189,to6eto,0.7184,Positive
47551,im solo supp,3,1120,Luke,0.0,Negative
12793,в на миду,9,348,КЕК ИЗИ ВИН,0.0,Negative
48919,thanks pause,1,1219,Kabobrocks,0.4404,Positive
8600,let e mid,3,3398,twentyfour,0.0,Negative
19677,meh,8,3246,dawg,-0.0772,Negative
45478,gg,2,799,#s,0.296,Positive
41029,wat,3,24,Rakurai,0.0,Negative
13217,sf super good trilane,2,3896,AssWarlock024,0.7783,Positive
10000,que laggg,2,2097,Dasein,0.0,Negative
44766,pa cant feel u,1,1476,rf.jasper333,0.0,Negative
2339,close,2,2071,Captain Fantastic,0.0,Negative
17866,ok,5,887,eBay player,0.296,Positive
49273,sry team,6,1495,Julia,0.0,Negative
3700,надо было сразу ливать,8,1079,You have been ＰＷＮ３Ｄ,0.0,Negative
21090,easy mid,7,1652,!!_Ssuplente!!:___,0.4404,Positive
23683,already reported chill,5,1175,I just want to be happy,0.0,Negative
35414,seriously,8,1544,Che,-0.1779,Negative
26795,talk,8,1194,FreeZeWithMe,0.0,Negative
19462,sf cant fucking ult,4,1150,khCunT,0.0,Negative
34855,ez,7,2370,Spirit,0.3612,Positive
32499,carry impact,0,2675,BetrayerOfHope,0.0,Negative
21443,du hund,3,857,LoZ.♥水,0.0,Negative
10889,ggwp,0,1736,Sazor,0.0,Negative
15393,ty,8,1474,Fª™ªN,0.3818,Positive
25692,ggwp,3,2506,Hi there !,0.0,Negative
12798,end,3,2164,RoyalS.Call me maybe,0.0,Negative
26971,kid,7,1946,Jean-Claude Van Damme,0.0,Negative
17498,confirm gave mana,1,5,Seatech,0.0,Negative
37299,go,0,1633,xFumBer,0.0,Negative
35466,kotl,2,2736,GoobeR,0.0,Negative
38207,ахахахаххахаха,2,1554,AssassinwOw~,0.0,Negative
42361,talk,7,2711,Aizack,0.0,Negative
34395,ti che zloi,0,409,Artemii,0.0,Negative
6935,gg ta,8,2278,RATA EMO,0.296,Positive
41162,best prime,0,-11,Mongoloid Matt,0.6369,Positive
1757,guy,9,806,@ChmieluDota,0.0,Negative
37119,изи,8,1735,Puppey,0.0,Negative
27319,ez tripple,1,890,Roravovi Ivvår,0.3612,Positive
15045,outplayed brah,9,1002,Pia Mia,0.0,Negative
35477,say qop orchid min,4,1765,Mordekai,0.0,Negative
18265,lool,3,1330,Cyka,0.0,Negative
47042,ty,8,3108,64th.Smil[E],0.3818,Positive
47618,actually need start,4,2301,- 800,0.0,Negative
5356,rat,8,643,deze,0.0,Negative
23003,game,7,1907,xLB,0.0,Negative
43993,gg scrub team,1,967,RemO,0.296,Positive
25119,slardare,7,568,NeMeSiS®,0.0,Negative
12681,look,1,2254,LoDa_style,0.0,Negative
33766,bb,6,4071,< blank >,0.0,Negative
12290,ty,4,507,ジェシー ❥,0.3818,Positive
6825,lol,0,2017,StokedAF,0.4215,Positive
36230,лан ребят удачи,7,1187,L,0.0,Negative
28567,wasting ur time,6,1579,Standin•Jonh Cena,-0.4019,Negative
39097,tryhards,9,2703,G.I...,0.0,Negative
23786,lol,8,1021,Flowering Snikt,0.4215,Positive
9601,thx,6,2498,Mr. Snowman,0.3612,Positive
49297,я больше получил,4,1927,كارهين شعر الصدر,0.0,Negative
15380,nice triple stacl,7,374,Jt,0.4215,Positive
40175,pro,1,1803,Br1,0.0,Negative
42167,fucking support dont brain,3,771,<u><i>BarBaRian KinG ツ,0.4576,Positive
10640,керри ниочем,4,1256,Mayer Amschel Rothschild,0.0,Negative
46604,win k trash e,3,2255,Let me win,0.5859,Positive
28441,lmfao,4,635,BabyRabbit,0.5423,Positive
11110,mi team,4,3672,:ßlove®(harryxs«,0.0,Negative
34964,ano,0,1860,M I S T,0.0,Negative
9201,pick carry,5,1571,välfärd,0.0,Negative
37293,every fight,0,1967,MatthewMacconaughey,-0.3818,Negative
19522,хуйню,6,2756,Wasabi,0.0,Negative
43120,tot u dont mind losing,3,2040,KaeL,0.2924,Positive
37971,ty wait,0,950,Rakkaudenruhtinas,0.3818,Positive
13926,good,0,1827,伊月ゆい,0.4404,Positive
23154,lvl spell shield firstpick,2,899,ProMIse,0.0,Negative
864,die bitch,7,2485,rk,-0.8271,Negative
1777,gg ez team,9,2241,Fnatic,0.5719,Positive
13801,hjijo de puta,0,3134,ColdHeartedDagger,0.0,Negative
6644,ez,3,2299,Heathy444,0.3612,Positive
32577,well u see dc,1,170,Sprit For Drying,0.2732,Positive
27728,bet match coin guess he looking abandon,8,-9,Digitenor,-0.4404,Negative
40338,come,6,58,Danbo '-',0.0,Negative
23931,gg,5,2521,练DS,0.296,Positive
20601,sabe otra palabra de serrano,9,1897,FTC.PerosoPieroso :P,0.0,Negative
47783,carry nux,3,4194,sir,0.0,Negative
42761,ноу,9,1618,Netral,0.0,Negative
34731,xd,8,2892,Sodom,0.5859,Positive
34470,хуй тебе,1,2075,8ПАША ТЕХНИК8,0.0,Negative
27299,bro,4,-49,Mr.Féfé,0.0,Negative
47303,гг вп,8,2527,Varg,0.0,Negative
43068,сука,4,2343,Твой Кумир,0.0,Negative
2481,commend,5,2687,Tchu Tchu Tcha,0.4404,Positive
48269,gg wp,0,2297,MOLESTERMAN 9000,0.4939,Positive
29041,need bkb,9,1841,(\/)x_X(\/),0.0,Negative
3094,taking dick gotta hurt,1,1541,UndeadOnDope@UK,-0.7717,Negative
21084,juke son,6,735,Deceiver (Ascendant),0.0,Negative
28637,iyak na iyak,9,2727,UniqueOne,0.0,Negative
9947,этот на аме,7,2337,Kane,0.0,Negative
942,gg,4,2148,Marijuana,0.296,Positive
23501,team,8,2075,N.A,0.0,Negative
15330,ahaha,1,2294,< blank >,0.0,Negative
34793,rofl,1,464,Wanderer,0.5719,Positive
49510,si tan solo el ursa serrano,5,1203,TMX,0.0,Negative
16551,cant get hook,3,1332,I-M-P-O-S-S-I-B-R-U,0.0,Negative
12430,ez,3,2442,Человек-Гусиница,0.3612,Positive
13330,brood,4,1707,ginoo,0.0,Negative
8465,aww,2,1090,#Eternity,0.0,Negative
43240,trolling,9,1497,Neals,0.0,Negative
41029,doesnt safe leave,1,355,jimmylee,-0.3089,Negative
32480,medusa,4,502,Horsethief †,0.0,Negative
3686,lag,8,2593,pilbiru!,-0.34,Negative
35007,g,2,-21,hey there Delilah,0.0,Negative
34069,smd,9,2151,(?) Deevon,0.0,Negative
18609,на од,3,2373,H8,0.0,Negative
29935,report gyro wink wink,6,2706,E-God,0.0,Negative
27743,im complaining,4,2525,Targaryen,-0.2023,Negative
34458,ltr,5,860,-25,0.0,Negative
5164,oj,2,2998,Smoke - Zoom,0.0,Negative
19341,se muere como papel,2,1780,SpawN[R2-D2],0.0,Negative
6445,nice trade,5,1589,2EM09_YAMASHITA,0.4215,Positive
17857,restart,1,2173,3 cartoon on the road,0.0,Negative
15179,shock cant count lol,1,1642,ForeignFeeder,-0.6036,Negative
21327,enjoy lp retard,6,2418,GeneRaL,-0.0516,Negative
44685,nice,1,1890,something like GOD!,0.4215,Positive
14603,almost killed sven,6,1241,充满爱心的dota选手,-0.6378,Negative
47522,ur spanish,5,2593,ataraXia,0.0,Negative
11078,ghahahaha,7,1153,Laugh-a-lot Bear,0.0,Negative
12762,killed yo,9,2587,jessiemy♥,-0.6705,Negative
31329,kidding,1,813,jellyman,0.1027,Positive
11371,al ob xd,9,140,Maccha,0.5859,Positive
8409,lol,6,307,EvilLost,0.4215,Positive
35519,nice bb idiot,0,2448,El Sin Nombre,-0.128,Negative
16211,с нами,0,758,ПеРчИк,0.0,Negative
5799,hate cunt say,9,2806,Thomas The Dank Engine,-0.7845,Negative
48036,haha,0,3848,EL AMOR DE MI VIDA <3,0.4588,Positive
20717,keyboard problem,0,1885,Atmaca,-0.4019,Negative
28094,stop aiming,5,1681,PiG:HaHaHa look at YoU,-0.296,Negative
33561,fcukc u slark,1,2686,Sidarta Gautama,0.0,Negative
11175,ty,7,-30,Asmerald,0.3818,Positive
25865,died,4,508,Jedi,-0.5574,Negative
14972,lol,5,2285,MiYaVi,0.4215,Positive
44568,za v,2,1920,herm1t,0.0,Negative
20247,u give min,9,201,0101010101001110101011000101010,0.0,Negative
29437,backtrack,4,1345,BaBaYaGa,0.0,Negative
4286,так и знал что надо было не давать мид,1,783,Aniquezy,0.0,Negative
6025,failed,4,2707,Racists,-0.5106,Negative
40898,jus ca,2,1301,Reginald Gildersleeve,0.0,Negative
25416,rip,8,1422,arvin......,0.0,Negative
10309,zz,2,-42,Just a tiny shaymin !,0.0,Negative
22129,tu ni la de padrino haces v,0,721,Sperma|.LennoN,0.0,Negative
48464,gg wp,9,2830,EtherealSky,0.4939,Positive
3051,guy wouldve lost,3,2527,Ace♠,-0.3182,Negative
35151,let,1,949,Tyrnt,0.0,Negative
3063,commend,2,1937,OWL,0.4404,Positive
48112,oh god fucking team,2,2120,Dieharder401,0.2732,Positive
31285,rofl,3,1923,V0gue,0.5719,Positive
4727,idiot,4,573,Daario Naharis,-0.5106,Negative
34719,imagine,2,1847,Lexington,0.0,Negative
172,estoy sin monedas,8,-33,の!ω!〒&¥,-0.5574,Negative
23608,gg,1,2233,dqrptyicmblzosjgtqkirkgfixktuos,0.296,Positive
34619,bodo amat,8,852,Je t'aime Maudy <3,0.0,Negative
37642,gg,2,3692,Mastersheep,0.296,Positive
9112,trying say pinoy ember,7,2388,Japan Is LOVE,0.0,Negative
27723,ez,0,1708,Zzzap,0.3612,Positive
33800,lol,0,3083,eLbANANOM,0.4215,Positive
8031,reproted,8,96,Life is over,0.0,Negative
31782,comeback,6,2308,Renki,0.0,Negative
16649,ez offlane,5,2142,"<font face=""snap ITC"">DISASTER",0.3612,Positive
2646,этого вк контрит,4,2656,H I K K A N,0.0,Negative
27631,he rqing,8,514,marreboi,0.0,Negative
32067,comeback,6,3172,never lucky BabyRage,0.0,Negative
5084,wew,5,1398,"gibe da Weekend, b0ss",0.0,Negative
21914,kscrub,3,2549,Littlerobs,0.0,Negative
33547,nice build,8,2436,What The Puck,0.4215,Positive
44886,hard,6,3910,_______________________OLIN,-0.1027,Negative
35493,lycan def,2,1938,Arcana-0,0.0,Negative
19296,gg,0,2024,Lane Meyer,0.296,Positive
42843,ez mmer,8,1476,S??????????,0.3612,Positive
43983,mo,7,1045,Tskツ,0.0,Negative
36637,first time,9,1333,Pieters,0.0,Negative
39832,xd,2,4032,Silentzio_,0.5859,Positive
23117,ez doom,7,1626,Gollum,-0.0516,Negative
14077,hp,0,264,PthappY,0.0,Negative
40848,ez monni,6,2610,Seems Legit.,0.3612,Positive
18871,hahaha,0,1338,つ ◕_◕ ༽つDiretide Volv,0.5574,Positive
16645,gl,7,-38,"Sasha Pew, pew, pew pew pew!",0.3182,Positive
46373,chilling touch gamer hasha,5,3408,VEGA=RussianNOOBS,-0.0258,Negative
1384,g,0,53,Red Days.....,0.0,Negative
32534,let go,3,1096,Ari,0.0,Negative
9381,не тяните,9,3009,Leviathan,0.0,Negative
8888,rnjesus forsaken,0,2888,White Lightning,0.0,Negative
2887,rekt kid,6,2470,Elvis,0.0,Negative
42954,_,6,2249,Vanity,0.0,Negative
42353,hit,4,1527,Aye Sir!,0.0,Negative
16859,mega rage,9,1589,Thylacine,-0.5574,Negative
32359,lol,9,1950,Morfeus,0.4215,Positive
42383,hahahahhaah,9,2123,kevyen,0.0,Negative
29956,report bristleback,9,2075,Maybe Tomorrow... <Maybe>,0.0,Negative
816,gg,4,1694,D4D.EldestDad.420,0.296,Positive
19208,lol wut,2,1290,Tamelylong,0.4215,Positive
30457,lol,5,293,Scret,0.4215,Positive
45467,lol,5,303,Faronel,0.4215,Positive
49179,hahahaha,9,1693,<u><i><u>Baaaaaang,0.0,Negative
25437,ty,9,451,Cray #PrayforParis,0.3818,Positive
11070,fast bf,1,1509,ShadoW.>3,0.0,Negative
35210,he recon,5,-46,Ari (Banoi),0.0,Negative
5904,lmfao,0,519,Maynard's Dick,0.5423,Positive
49568,goodbye,1,2767,WLLSB,0.0,Negative
8663,report,6,851,Sasha Pot,0.0,Negative
38232,leaver,0,1123,Bad Mo'fucka,0.0,Negative
26644,close,7,1111,Ras-Putin²,0.0,Negative
27889,please,6,2302,Ask me if I'm a reptile,0.3182,Positive
7077,meirdas,5,2343,saul,0.0,Negative
33467,lol,5,688,Andrómeda,0.4215,Positive
2208,ez,4,3506,Shannon,0.3612,Positive
19671,gj,8,26,jahve,0.4588,Positive
10341,xd,2,2852,~rabtug-molhut,0.5859,Positive
38907,z,3,27,SirMackentosh,0.0,Negative
40289,shakali,6,10,"Я Дёмка, бойся",0.0,Negative
17779,афк,1,262,@BAYZEESY,0.0,Negative
47431,gg,4,4,Blade Mail for Black Male,0.296,Positive
33744,try pl,5,2264,ADS.amay,0.0,Negative
26601,hahahaha,1,1781,Jupiter,0.0,Negative
2508,gg,0,2316,zne,0.296,Positive
18558,captain accidentally banned techie,3,-334,Glen,-0.6597,Negative
44834,stfu,6,2230,greggykhanz,0.0,Negative
4970,kotl bane throwed,7,2842,j1mcarry ^_-,0.0,Negative
32264,nice,0,946,gypsyfy,0.4215,Positive
9391,w,1,797,OceanAvenue,0.0,Negative
31880,best distraction eu,3,2090,Chum,0.3818,Positive
22094,dam suck,2,3328,wobbe spirit,-0.4404,Negative
32914,haha,2,644,SabakSoso,0.4588,Positive
18035,end fast,8,1358,10,0.0,Negative
21025,retard team,7,1184,Lipetear,-0.5267,Negative
30521,french fry got cheese,5,-85,ADR.Evans,0.0,Negative
42169,hardly,7,1948,50 shades of banter,0.0,Negative
4715,lose sf,4,1327,Play it again Sam,-0.4019,Negative
888,lol dat manavoid,6,2314,who is champ?,0.4215,Positive
21000,pick meta,3,1346,a_u_x_e_r_r_e,0.0,Negative
8257,sf carry,8,-28,see me now,0.0,Negative
31523,sec,3,-18,???????? ?????,0.0,Negative
3773,у нас тепларка говно ебучее,4,1279,Ĝ҉ Ǻ҉ Ӎ҉ Ế҉ Ʀ,0.0,Negative
44599,commend u,2,2582,John Vaas,0.4404,Positive
47214,yep,5,1347,Excite,0.296,Positive
14742,free mmr,3,451,aTly,0.5106,Positive
18614,gg,1,2032,Cobain,0.296,Positive
22764,reason,4,1475,just let it go,0.0,Negative
11813,ahora se reconecta,7,1013,†A7X////LANCER†,0.0,Negative
27918,reprot sky,0,2982,Karmington,0.0,Negative
35958,report plz,4,868,Mesut Özil,0.0772,Positive
12488,whats,4,2016,Nelson,0.0,Negative
2226,lost da game,1,1530,INVOKER OR FEED ./.,-0.3182,Negative
3161,ooo u,2,2690,warPup,0.0,Negative
28233,fking rasist piece junk,6,-125,bdobq,0.0,Negative
12016,even another hero,3,1730,discokart~_~_~,0.5574,Positive
37579,k player,0,2587,馬里尼,0.0,Negative
16905,pick antimage,0,2248,Kaiser Wilhelm,0.0,Negative
7118,gg tusk liom,0,972,NocTurNo,0.296,Positive
38745,gg,8,2821,MaBite,0.296,Positive
23454,wp,3,2812,Peek a Boo,0.25,Positive
3588,lol,8,1248,Uther Party,0.4215,Positive
6784,kill,7,1691,Jr Pallz,-0.6908,Negative
37276,lol,8,2625,"<font face=""chiller"">A_G_DEATHR",0.4215,Positive
18164,gg,4,1567,elvolon,0.296,Positive
15252,ez,2,2068,Shoung*Shoung.haa,0.3612,Positive
14366,commend,5,2576,®ó®Ü,0.4404,Positive
350,gg,3,1432,spokerrRambo^,0.296,Positive
10150,lina lucker,4,2072,zer0,0.0,Negative
40029,фал,5,796,qweqwe,0.0,Negative
38543,commend,7,2611,feDoraTheExplora,0.4404,Positive
28150,lapsap,6,1718,XBOX ™,0.0,Negative
33457,ez caca,3,546,Subs,0.3612,Positive
39585,noob,0,1642,NO SAMOSKA I MID,-0.0516,Negative
47012,game,1,2432,John Cena,0.0,Negative
46125,go end,8,1543,E&G2,0.0,Negative
26961,mad noob,2,2268,Merimo,-0.5267,Negative
36417,base,0,155,MadeinPeru<3,0.0,Negative
17649,ma pena da el otro team,4,2530,MaArquz,0.0,Negative
16686,noisy,8,1145,velocity,-0.1779,Negative
24910,go end,7,1782,Micaiah<':,0.0,Negative
47324,leave,3,291,G'One,-0.0516,Negative
23796,gg wp,4,2517,BODDY,0.4939,Positive
7468,gg,3,1508,efg,0.296,Positive
926,ninja veno,4,3265,:>ShibataPlexC$PG,0.0,Negative
26200,sad rubick,9,2220,Pompei,-0.4767,Negative
43539,mexican,1,24,Aruta,0.0,Negative
40532,lol,5,3154,993,0.4215,Positive
23391,gg,1,2579,comestable,0.296,Positive
9186,wait,6,1491,C H R I T N E R \m/,0.0,Negative
12131,riki lol,3,1710,DarkMen   l  l,0.4215,Positive
39321,report madusa,3,2261,† hatred †,0.0,Negative
47510,lol he peruvian sorry,0,3673,MONSTER.Neo_VoiD,0.3612,Positive
497,came lol,2,-31,Damnation-,0.4215,Positive
21249,game u guy go bully,1,2065,XrossHaze,-0.4939,Negative
25839,fuck,6,-9,Jax,-0.5423,Negative
10517,ok,5,-74,Spooky Scary Skeleton,0.296,Positive
42342,hahaha,6,1402,BE caReFul 09,0.5574,Positive
21919,guy,6,1765,Andrw Grg,0.0,Negative
40673,welcome back,0,13,Sparkyy,0.4588,Positive
21775,ez,5,294,Ç я ÿ p t î ¢,0.3612,Positive
40669,alch pre muted reason,6,2311,JUN,0.0,Negative
22108,im afk,1,189,Chiraq Savage,0.0,Negative
10211,take,7,-26,Skill Bill,0.0,Negative
35218,afk sf,9,1942,Moscoman,0.0,Negative
5941,animal planet,6,1818,ЭЛЕКТРИЧКА,0.0,Negative
27316,damn haha,9,1534,HolyCow,0.0772,Positive
26835,report riki,5,995,BeTo,0.0,Negative
45132,game go enuff,0,2082,SWAGNETO,0.0,Negative
8607,dddddd,4,1616,Simp,0.0,Negative
34273,ikaw ang idiot tanga ka,2,1178,GDFR!,-0.5106,Negative
28270,rly,5,1026,Kidalica,0.0,Negative
23841,gg team,1,2241,???? ???,0.296,Positive
10047,zeus,2,1480,XtiVeRz,0.0,Negative
628,lol,3,52,The Last,0.4215,Positive
47862,jaja,4,814,manchiz_50,0.0,Negative
36858,honestly,2,-9,christopheR,0.4588,Positive
38978,report mepoo,4,2135,+25 mmr ez  ( F-Good),0.0,Negative
17860,ez,9,4,Bang .,0.3612,Positive
23190,noob,1,220,APOCALYPSE,-0.0516,Negative
5290,dont go aghs,9,2781,Ahov,0.0,Negative
12581,ez paraguay,6,2441,xaxaxaxaxaxa,0.3612,Positive
20406,team rat,5,877,S.K El peruanito,0.0,Negative
7573,mean like even feed,0,1304,Oozaru,0.3612,Positive
6133,im dead,1,2748,boang kaka ?,-0.6486,Negative
33474,sadly worst ive today lol,0,1948,-(Baby-Jarvis)-,-0.6249,Negative
37520,fuck lich,6,1129,IGT,-0.5423,Negative
14220,guy,1,919,Vet Folks,0.0,Negative
16691,ggwp,7,2717,Swimming,0.0,Negative
40569,report axe dedo,5,2563,<< Jeampiere >>,-0.1027,Negative
23053,sup,7,-55,JV,0.0,Negative
44002,ez,2,1041,Lucas0708,0.3612,Positive
28854,arslan,3,-33,SEMBARA.ID,0.0,Negative
35037,wp,4,2320,Ataxian,0.25,Positive
22967,cry see slark,4,2765,Cuppy,-0.4767,Negative
37140,anyone buy beside jug,1,3576,Lv,0.0,Negative
24615,ez bot,6,1233,MonkeyTR,0.3612,Positive
42579,мешки,0,2733,Fatalan,0.0,Negative
21912,fuck,0,2646,AaroN®,-0.5423,Negative
46158,ez,1,2561,Br0t,0.3612,Positive
35653,omg,2,-39,#SilentNeega,0.0,Negative
47856,dont know,7,-10,Skeleton Coast,0.0,Negative
39756,fail mid,1,2576,Elma(โหดไป),-0.5423,Negative
41874,yeah desu,2,2121,The Final Key,0.296,Positive
12107,qop,9,1667,QQQQQQQQO -_-,0.0,Negative
29702,vish,1,38,VPO,0.0,Negative
10011,gg,3,1956,Fetter Mongolen Prügler,0.296,Positive
37391,gg,6,-86,GG.Panda.Fanta,0.296,Positive
2701,gg wp,6,1609,TheSquid,0.4939,Positive
9016,ёбаный пиздец,7,1961,War1k[S],0.0,Negative
32455,nice mmr,1,2304,OneSushiPlease,0.4215,Positive
17792,rip kotl light,9,1378,Zeenix,0.0,Negative
36837,dat irony,8,2285,Shadow Feed,-0.0516,Negative
26517,lol ofc,7,691,PWK,0.4215,Positive
8588,ggwp,4,2994,shibui,0.0,Negative
10651,odin ti horoshii,9,1299,VI KA,0.0,Negative
42418,baca al quran sikit la,8,1610,Kerwi[N],0.0,Negative
48483,u lost mid,7,2895,guess what,-0.3182,Negative
30277,go,0,27,.............,0.0,Negative
39242,undying feeder,6,1940,::::EEE::::,0.0,Negative
38442,ez,4,1607,_worst_of_7,0.3612,Positive
15182,demn tuskar wall,8,30,Quas,0.0,Negative
42836,gg,9,3998,QeMooder,0.296,Positive
8455,chinese people cant play dota,6,1558,Harrys,-0.2584,Negative
42285,noob,1,3682,"<font face=""Snap ITC"">Jay Pee �",-0.0516,Negative
16441,ny niche,3,1735,E-Ezy,0.0,Negative
6864,thanks,1,947,mousekewich,0.4404,Positive
5164,trash gyro cant carry,4,1230,zeldA-,0.0,Negative
4177,u go wolf,0,1105,kaPPa ^_-,0.0,Negative
22090,whats ur problem,8,2248,PrettyBoii,-0.4019,Negative
30498,xd,6,459,RoRo,0.5859,Positive
37984,er,8,642,it looked bigger on snapchat,0.0,Negative
24952,yes,9,2612,teamates are noobs,0.4019,Positive
10097,gg alche,0,2008,Trainee_1,0.296,Positive
42930,pinoy gaya,6,1852,Mr. Janggut,0.0,Negative
41348,heyyy,1,1630,Mpo~,0.0,Negative
30186,whats mkb,5,1859,[209]Ace,0.0,Negative
46234,thats exception,2,1968,Shia The Beef,0.0,Negative
16214,аххаха,7,2403,Johny,0.0,Negative
6483,radiance,7,1160,Beel - Road to 3k5,0.34,Positive
43257,u suck,7,1810,Doggy.S HArdStyle Music <3,-0.4404,Negative
7131,eat shit,4,-24,Oh ki nam,-0.5574,Negative
34443,doto,3,2196,MNШКА,0.0,Negative
41009,christ,8,1208,OrangeBasket,0.0,Negative
37692,xd,4,2295,Gar.,0.5859,Positive
19464,wtf fckin ez,5,1298,INVOKER INVOKING INVOCATIONS,-0.3182,Negative
12014,whole team got killed cuz wasted ur shit,5,1200,Impartial Mediator,-0.9062,Negative
29496,ill report,1,2117,MANENGSKI_LeBourNeHiTo,-0.4215,Negative
37889,noob phoenix,2,2774,Lemon Spirit,-0.0516,Negative
40318,rip,2,128,ＷＨＩＴＥＧＩＲＬＳ@,0.0,Negative
7091,gg,3,1928,Doky,0.296,Positive
